analysis_name,dataset_name,target_gene,clock_gene,significant,p_value,q_value,significant_after_fdr,effect_size_f2,effect_size_interpretation,significant_terms,tier
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Atm,Cry1,FALSE,1,1,FALSE,0.7205464395895882,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Atm,Nr1d1,FALSE,1,1,FALSE,0.7205464395895839,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Atm,Nr1d2,FALSE,1,1,FALSE,0.7205464395895846,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Chek2,Per2,FALSE,1,1,FALSE,0.661662739891418,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Chek2,Arntl,FALSE,1,1,FALSE,0.6616627398914208,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Chek2,Clock,FALSE,1,1,FALSE,0.6616627398914174,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Chek2,Cry1,FALSE,1,1,FALSE,0.6616627398914183,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Chek2,Cry2,FALSE,1,1,FALSE,0.6616627398914171,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Chek2,Nr1d1,FALSE,1,1,FALSE,0.6616627398914193,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Chek2,Nr1d2,FALSE,1,1,FALSE,0.6616627398914166,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bcl2,Per2,FALSE,1,1,FALSE,0.5254989161725452,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bcl2,Clock,FALSE,1,1,FALSE,0.5254989161725439,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bcl2,Per1,FALSE,1,1,FALSE,0.5254989161725443,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bcl2,Cry1,FALSE,1,1,FALSE,0.5254989161725443,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bcl2,Cry2,FALSE,1,1,FALSE,0.5254989161725443,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bcl2,Nr1d1,FALSE,1,1,FALSE,0.525498916172546,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bax,Per2,FALSE,1,1,FALSE,0.3492623587587426,medium,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bax,Arntl,FALSE,1,1,FALSE,0.34926235875874506,medium,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bax,Clock,FALSE,1,1,FALSE,0.34926235875874595,medium,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bax,Per1,FALSE,1,1,FALSE,0.3492623587587463,medium,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bax,Cry1,FALSE,1,1,FALSE,0.3492623587587478,medium,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bax,Cry2,FALSE,1,1,FALSE,0.34926235875874717,medium,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bax,Nr1d1,FALSE,1,1,FALSE,0.3492623587587478,medium,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bax,Nr1d2,FALSE,1,1,FALSE,0.3492623587587463,medium,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Sirt1,Arntl,FALSE,1,1,FALSE,0.115760917581268,small,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Sirt1,Per1,FALSE,1,1,FALSE,0.11576091758126958,small,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Yap1,Per2,FALSE,1,1,FALSE,0.0723179229276809,small,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Yap1,Arntl,FALSE,1,1,FALSE,0.07231792292768117,small,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Yap1,Clock,FALSE,1,1,FALSE,0.07231792292768048,small,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Yap1,Cry1,FALSE,1,1,FALSE,0.07231792292768172,small,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Yap1,Cry2,FALSE,1,1,FALSE,0.07231792292768255,small,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Yap1,Nr1d1,FALSE,1,1,FALSE,0.07231792292768048,small,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Yap1,Nr1d2,FALSE,1,1,FALSE,0.07231792292768006,small,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Tead1,Per2,FALSE,1,1,FALSE,2.1488186680515273,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Tead1,Clock,FALSE,1,1,FALSE,2.1488186680515415,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Tead1,Per1,FALSE,1,1,FALSE,2.148818668051538,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Tead1,Cry1,FALSE,1,1,FALSE,2.1488186680515486,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Tead1,Cry2,FALSE,1,1,FALSE,2.1488186680515415,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Tead1,Nr1d1,FALSE,1,1,FALSE,2.1488186680515398,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Ccnd1,Cry2,FALSE,1,1,FALSE,1.055885252161764,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Mdm2,Arntl,FALSE,1,1,FALSE,0.18167845302570346,medium,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Mdm2,Nr1d2,FALSE,1,1,FALSE,0.1816784530257073,medium,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Atm,Cry2,FALSE,1,1,FALSE,0.7205464395895886,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Chek2,Per1,FALSE,1,1,FALSE,0.661662739891419,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bcl2,Arntl,FALSE,1,1,FALSE,0.5254989161725439,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Bcl2,Nr1d2,FALSE,1,1,FALSE,0.525498916172546,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Yap1,Per1,FALSE,1,1,FALSE,0.07231792292768227,small,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Tead1,Arntl,FALSE,1,1,FALSE,2.1488186680515415,large,,EXPLORE
Full Analysis - GSE54650_Kidney_circadian,GSE54650_Kidney_circadian.csv,Tead1,Nr1d2,FALSE,1,1,FALSE,2.1488186680515433,large,,EXPLORE
Full Analysis - GSE54650_Liver_circadian,GSE54650_Liver_circadian.csv,Wee1,Per2,FALSE,0.053956224809396325,0.16186867442818897,FALSE,1.0043818697251654,large,R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Liver_circadian,GSE54650_Liver_circadian.csv,Ccnd1,Per2,FALSE,0.15244153264274107,0.2286622989641116,FALSE,1.8070588901806826,large,R_n_2_sin,EXPLORE
Full Analysis - GSE54650_Liver_circadian,GSE54650_Liver_circadian.csv,Sirt1,Clock,FALSE,0.7624066915390202,0.7624066915390202,FALSE,0.2875139048515503,medium,,EXPLORE
Full Analysis - GSE54650_Liver_circadian,GSE54650_Liver_circadian.csv,Axin2,Arntl,FALSE,1,1,FALSE,1.0396391416697006,large,,EXPLORE
Full Analysis - GSE54650_Liver_circadian,GSE54650_Liver_circadian.csv,Myc,Arntl,FALSE,1,1,FALSE,0.17244921538765165,medium,,EXPLORE
Full Analysis - GSE54650_Liver_circadian,GSE54650_Liver_circadian.csv,Cdkn1a,Arntl,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Liver_circadian,GSE54650_Liver_circadian.csv,Tp53,Per2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Liver_circadian,GSE54650_Liver_circadian.csv,Myc,Per2,FALSE,1,1,FALSE,0.17244921538765148,medium,,EXPLORE
Full Analysis - GSE54650_Liver_circadian,GSE54650_Liver_circadian.csv,Lgr5,Per2,FALSE,1,1,FALSE,0.6363435073684142,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Wee1,Arntl,FALSE,0.07117237653198849,0.5727243246501237,FALSE,1.8856833359228633,large,R_n_1_sin,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Wee1,Per1,FALSE,0.07226939282148503,0.5727243246501237,FALSE,1.8856833359228693,large,R_n_1_sin,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Wee1,Clock,FALSE,0.07392208438479919,0.5727243246501237,FALSE,1.8856833359228393,large,R_n_1_sin,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Wee1,Cry2,FALSE,0.08216262565165788,0.5727243246501237,FALSE,1.8856833359228573,large,R_n_1_sin,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Wee1,Cry1,FALSE,0.09364628929957686,0.5727243246501237,FALSE,1.8856833359228633,large,R_n_1_cos,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Yap1,Cry1,FALSE,0.10402737820169605,0.5727243246501237,FALSE,0.4430368277876858,large,R_n_1_sin,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Yap1,Nr1d2,FALSE,0.10739245453525914,0.5727243246501237,FALSE,0.4430368277876964,large,R_n_1_cos;R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Yap1,Cry2,FALSE,0.10811368066094751,0.5727243246501237,FALSE,0.4430368277876943,large,R_n_1_cos,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Yap1,Arntl,FALSE,0.1163676741937758,0.5727243246501237,FALSE,0.4430368277876933,large,R_n_1_cos;R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Yap1,Clock,FALSE,0.12033309136283155,0.5727243246501237,FALSE,0.4430368277876976,large,R_n_1_cos;R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Yap1,Per1,FALSE,0.12243164420426211,0.5727243246501237,FALSE,0.4430368277877001,large,R_n_1_cos;R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Wee1,Nr1d2,FALSE,0.13023391780595617,0.5727243246501237,FALSE,1.8856833359228573,large,R_n_1_sin,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Yap1,Per2,FALSE,0.1579349183227743,0.5727243246501237,FALSE,0.4430368277876896,large,R_n_1_cos,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Yap1,Nr1d1,FALSE,0.18507181976055076,0.5727243246501237,FALSE,0.4430368277876923,large,R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Lgr5,Nr1d2,FALSE,0.18853202317508444,0.5727243246501237,FALSE,0.6209740023582297,large,R_n_2_sin,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Lgr5,Clock,FALSE,0.20138700599610182,0.5727243246501237,FALSE,0.6209740023582093,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Lgr5,Per1,FALSE,0.2029255893109596,0.5727243246501237,FALSE,0.6209740023582291,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Lgr5,Cry1,FALSE,0.2069787447948439,0.5727243246501237,FALSE,0.6209740023582261,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Lgr5,Cry2,FALSE,0.2094340274608184,0.5727243246501237,FALSE,0.6209740023582236,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Lgr5,Arntl,FALSE,0.21612238666042405,0.5727243246501237,FALSE,0.6209740023582373,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Lgr5,Per2,FALSE,0.24027493172375447,0.5867240503668693,FALSE,0.6209740023582261,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Wee1,Per2,FALSE,0.24354583222775705,0.5867240503668693,FALSE,1.8856833359228633,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Lgr5,Nr1d1,FALSE,0.2665224059829905,0.6107063966877567,FALSE,0.6209740023582243,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Axin2,Cry1,FALSE,0.27654629283973886,0.6107063966877567,FALSE,2.603996549261992,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Axin2,Cry2,FALSE,0.28951987874642526,0.6137821429424215,FALSE,2.603996549261997,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Axin2,Arntl,FALSE,0.3190616711551648,0.6470140209728154,FALSE,2.6039965492619945,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Axin2,Per2,FALSE,0.33585956716662047,0.6470140209728154,FALSE,2.603996549261979,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Wee1,Nr1d1,FALSE,0.34181872806111,0.6470140209728154,FALSE,1.8856833359228573,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Bax,Nr1d2,FALSE,0.3694609264115787,0.6475554064635834,FALSE,1.4095428831611638,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Bax,Clock,FALSE,0.3825795720851497,0.6475554064635834,FALSE,1.409542883161163,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Bax,Per1,FALSE,0.3847806193356913,0.6475554064635834,FALSE,1.409542883161171,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Axin2,Per1,FALSE,0.4124565615614273,0.6475554064635834,FALSE,2.603996549262,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Sirt1,Per2,FALSE,0.4199943003967581,0.6475554064635834,FALSE,1.0272000236377778,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Axin2,Clock,FALSE,0.4218197355265847,0.6475554064635834,FALSE,2.603996549262002,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Bax,Arntl,FALSE,0.4347082327038887,0.6475554064635834,FALSE,1.4095428831611638,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Sirt1,Cry1,FALSE,0.4398489553337548,0.6475554064635834,FALSE,1.0272000236377763,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Axin2,Nr1d1,FALSE,0.46448538050469956,0.6511516119646984,FALSE,2.603996549262,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Sirt1,Cry2,FALSE,0.46686341989921765,0.6511516119646984,FALSE,1.0272000236377807,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Bax,Cry2,FALSE,0.4821588566281605,0.6552415231100642,FALSE,1.409542883161168,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Sirt1,Arntl,FALSE,0.5148708216106828,0.6553220369314666,FALSE,1.0272000236377836,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Bax,Cry1,FALSE,0.5263792428037988,0.6553220369314666,FALSE,1.4095428831611645,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Bax,Per2,FALSE,0.5347822988983992,0.6553220369314666,FALSE,1.4095428831611665,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Sirt1,Nr1d1,FALSE,0.5529664869714361,0.6553220369314666,FALSE,1.027200023637782,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Axin2,Nr1d2,FALSE,0.5675826435800602,0.6553220369314666,FALSE,2.6039965492619865,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Bax,Nr1d1,FALSE,0.5738983065397925,0.6553220369314666,FALSE,1.4095428831611652,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Sirt1,Nr1d2,FALSE,0.580575341687263,0.6553220369314666,FALSE,1.0272000236377836,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Sirt1,Clock,FALSE,0.5909599609819551,0.6553220369314666,FALSE,1.027200023637782,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Sirt1,Per1,FALSE,0.5934992032586868,0.6553220369314666,FALSE,1.027200023637782,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tead1,Nr1d1,FALSE,0.785864539681846,0.850016747002813,FALSE,0.6347467430780582,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tead1,Per2,FALSE,0.8138296954198623,0.862659477145054,FALSE,0.6347467430780543,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tead1,Cry2,FALSE,0.955028425161581,0.9630578427851111,FALSE,0.6347467430780597,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tead1,Cry1,FALSE,0.9589233430628994,0.9630578427851111,FALSE,0.6347467430780632,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tead1,Arntl,FALSE,0.9630578427851111,0.9630578427851111,FALSE,0.6347467430780496,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tp53,Cry2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tp53,Nr1d1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tp53,Nr1d2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Myc,Arntl,FALSE,1,1,FALSE,0.09084027064800253,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Myc,Clock,FALSE,1,1,FALSE,0.09084027064800224,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Myc,Per1,FALSE,1,1,FALSE,0.09084027064800196,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Myc,Cry1,FALSE,1,1,FALSE,0.09084027064800224,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Myc,Nr1d1,FALSE,1,1,FALSE,0.0908402706480035,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Myc,Nr1d2,FALSE,1,1,FALSE,0.0908402706480028,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnd1,Per2,FALSE,1,1,FALSE,1.18403283426802,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnd1,Arntl,FALSE,1,1,FALSE,1.1840328342680244,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnd1,Clock,FALSE,1,1,FALSE,1.1840328342680209,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnd1,Per1,FALSE,1,1,FALSE,1.1840328342680253,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnd1,Cry1,FALSE,1,1,FALSE,1.1840328342680244,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnd1,Cry2,FALSE,1,1,FALSE,1.1840328342680244,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnd1,Nr1d1,FALSE,1,1,FALSE,1.184032834268033,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnd1,Nr1d2,FALSE,1,1,FALSE,1.1840328342680244,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdkn1a,Per2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdkn1a,Arntl,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdkn1a,Clock,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdkn1a,Per1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdkn1a,Cry1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdkn1a,Cry2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdkn1a,Nr1d1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdkn1a,Nr1d2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnb1,Per2,FALSE,1,1,FALSE,0.6762787874720432,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnb1,Clock,FALSE,1,1,FALSE,0.6762787874720411,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnb1,Per1,FALSE,1,1,FALSE,0.676278787472045,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnb1,Cry1,FALSE,1,1,FALSE,0.6762787874720394,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnb1,Cry2,FALSE,1,1,FALSE,0.6762787874720488,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Ccnb1,Nr1d1,FALSE,1,1,FALSE,0.6762787874720498,large,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdk1,Per2,FALSE,1,1,FALSE,0.11262150271848143,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdk1,Arntl,FALSE,1,1,FALSE,0.11262150271847893,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdk1,Clock,FALSE,1,1,FALSE,0.11262150271848183,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdk1,Per1,FALSE,1,1,FALSE,0.1126215027184799,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdk1,Cry1,FALSE,1,1,FALSE,0.11262150271848115,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdk1,Cry2,FALSE,1,1,FALSE,0.11262150271848032,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdk1,Nr1d1,FALSE,1,1,FALSE,0.11262150271848045,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Cdk1,Nr1d2,FALSE,1,1,FALSE,0.11262150271848045,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tp53,Per2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tp53,Arntl,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tp53,Clock,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tp53,Per1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Tp53,Cry1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Mdm2,Arntl,FALSE,1,1,FALSE,0.05647670105814189,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Mdm2,Clock,FALSE,1,1,FALSE,0.0564767010581511,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Mdm2,Per1,FALSE,1,1,FALSE,0.05647670105814452,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Mdm2,Cry1,FALSE,1,1,FALSE,0.056476701058145985,small,,EXPLORE
Full Analysis - GSE54650_Lung_circadian,GSE54650_Lung_circadian.csv,Mdm2,Cry2,FALSE,1,1,FALSE,0.05647670105814876,small,,EXPLORE
